content,content_cleaned,label
"Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""so bad it's good"" movie. I would spend money to buy copies of this movie and burn them so that people can't see it. Oh the pain, the pain...",mere thought go Overboard aka Babes Ahoy want weep throw window well watch movie suppose bad good movie spend money buy copy movie burn people oh pain pain,0
"...okay, maybe not all of it. Lured by the false promise of bikini-clad women on the movie's cover...but the HORROR...THE HORROR... ...whatever you do, do NOT watch this movie. Gouge out your eyes, repeatedly bash your skull in...do what it takes. Never again--never forget!<br /><br />",okay maybe lure false promise bikini clothe woman movie cover HORROR HORROR watch movie Gouge eye repeatedly bash skull take forget!<br /><br >,0
Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!!1,unwatchable past minute come huge Adam Sandler fan!!1,0
"I'm glad that I saw this film after Mr.Sandler became famous.<br /><br />It is bad....bad,bad,bad. There is no plot. It's like watching a painfully dull home movie.<br /><br />I really enjoy his other films......but if you're a fan like me....stay away from this one. It may change your thoughts on Adam. You may never recover from the horror that is this film....I've had a better time watching old folks play scrabble in a home.......",glad see film Mr. Sandler famous.<br /><br />it bad bad bad bad plot like watch painfully dull home movie.<br /><br />I enjoy film fan like stay away change thought Adam recover horror film I've well time watch old folk play scrabble home,0
"This movie portrays Ruth as a womanizing, hard drinking, gambling, overeating sports figure with a little baseball thrown in. Babe Ruths early life was quite interesting and this was for all intents and purposes was omitted in this film. Also, Lou Gehrig was barely covered and this was a well know relationship, good bad or indifferent, it should have been covered better than it was. His life was more than all bad. He was an American hero, an icon that a lot of baseball greats patterned their lives after. I feel that I am being fair to the memory of a great baseball player that this film completely ignored. Shame on the makers of this film for capitalizing on his faults and not his greatness.",movie portray Ruth womanizing hard drinking gambling overeat sport figure little baseball throw Babe Ruths early life interesting intent purpose omit film Lou Gehrig barely cover know relationship good bad indifferent cover well life bad american hero icon lot baseball great pattern life feel fair memory great baseball player film completely ignore shame maker film capitalize fault greatness,0
"It's impossible for me to objectively consider this movie. Not that I haven't tried, mind you - but I sit down, and I pop in the aged VHS, and I watch the opening...and suddenly I'm five years old again and clutching my very own Care Bear and watching the movie with open eyes and an eager heart.<br /><br />I can see, objectively, that this movie is a BIZARRE combination of cuddly baby merchandising-mascots and creepy prepubescent children with evil powers that has a thin story and uninteresting animation. But my inner five-year-old goes, ""Yay! Care Bears!"" every time I think about it. So - I'd only (cautiously, reluctantly) recommend this movie for those who saw it during their early youth and can call on the awesome power of nostalgia while watching it (like me) OR those lovably cynical Gen-X/Y-ers who deliberately seek out the wonderfully bad/strange (a category in which this movie...definitely belongs). To those actually looking for a compelling movie or wholesome family entertainment: You might want to keep looking.",impossible objectively consider movie try mind sit pop aged VHS watch opening suddenly year old clutch Care Bear watch movie open eye eager heart.<br /><br />I objectively movie bizarre combination cuddly baby merchandising mascot creepy prepubescent child evil power thin story unintereste animation inner year old go Yay Care Bears time think cautiously reluctantly recommend movie see early youth awesome power nostalgia watch like lovably cynical Gen X Y er deliberately seek wonderfully bad strange category movie definitely belong actually look compelling movie wholesome family entertainment want look,0
"I really wanted to like this movie. I absolutely love kenny hotz, and spenny rice has a charming side to him. Not that I like spenny at all. Spenny ruins this movie. He should of let kenny and his hot girlfriend pitch the movie.<br /><br />Anyways, it's pretty boring aside from a scene with Roger Ebert in it. There really isn't too many celebrities in this movie, and most don't seem to say more than one line. Overall this movie was disappointing. I would only suggest watching it if you got it with the season 1 DVD of kenny vs spenny (it comes for free on the 3rd disc). Regardless of this production, I am still very excited to check out The Papel Chase.",want like movie absolutely love kenny hotz spenny rice charming like spenny Spenny ruin movie let kenny hot girlfriend pitch movie.<br /><br />Anyways pretty boring aside scene Roger Ebert celebrity movie line overall movie disappointing suggest watch get season 1 dvd kenny vs spenny come free 3rd disc regardless production excited check Papel Chase,0
This is the worst documentary to come out of Canada ever!!!! I'm glad to see the guys haven't made another movie. All they want to do is get a movie made and it doesn't have to be the one they wrote. They keep changing the script to suite the person they're pitching. I could not get out of the theatre fast enough when I saw it at that year's Toronto Film Festival. Please never see this film.,bad documentary come Canada glad guy movie want movie write change script suite person pitch theatre fast see year Toronto Film Festival film,0
"Robert Taylor definitely showed himself to be a fine dramatic actor in his role as a gun-slinging buffalo hunter in this 1956 western. It was one of the few times that Taylor would play a heavy in a film. Nonetheless, this picture was far from great as shortly after this, Taylor fled to television with the successful series The Detectives.<br /><br />Stuart Granger hid his British accent and turned in a formidable performance as Taylor's partner. <br /><br />Taylor is a bigot here and his hatred for the Indians really shows.<br /><br />Another very good performance here was by veteran actor Lloyd Nolan as an aged, drinking old-timer who joined in the hunt for buffalo as well. In his early scenes, Nolan was really doing an excellent take-off of Walter Huston in his Oscar-winning role in The Treasure of the Sierre Madre in 1948. Note the appearance of Russ Tamblyn in the film. The following year Tamblyn and Nolan would join in the phenomenal Peyton Place.<br /><br />The writing in the film is stiff at best. By the film's end, it's the elements of nature that did Taylor in. How about the elements of the writing here?",Robert Taylor definitely show fine dramatic actor role gun sling buffalo hunter 1956 western time Taylor play heavy film nonetheless picture far great shortly Taylor flee television successful series Detectives.<br /><br />Stuart Granger hide british accent turn formidable performance Taylor partner < br /><br />Taylor bigot hatred Indians shows.<br /><br />Another good performance veteran actor Lloyd Nolan aged drink old timer join hunt buffalo early scene Nolan excellent Walter Huston oscar win role Treasure Sierre Madre 1948 note appearance Russ Tamblyn film following year Tamblyn Nolan join phenomenal Peyton Place.<br /><br />the writing film stiff well film end element nature Taylor element writing,0
This was the third remake of SLEEPING WITH THE ENIEMY After YAARANA(1995) and AGNISAKSHI(1996)<br /><br />AGNISAKSHI was the only one which worked and was a better film<br /><br />DARAAR is directed by Abbas Mustan who sadly failed in their attempt here<br /><br />the story was good but the handling wasn't that good and the heroine was shown too regressive and the climax too was disappointing<br /><br />Direction is bad Music is good<br /><br />Rishi reprises his role of YAARANA(strangely which also was a remake of SWTE) and looks too fat for the lead and is okay Juhi is decent while Arbaaz tries too hard in his debut and does manage in many scenes to chill the audiences but his voice was terrible Johny is too loud,remake sleep ENIEMY YAARANA(1995 AGNISAKSHI(1996)<br /><br />AGNISAKSHI work well film < br /><br />DARAAR direct Abbas Mustan sadly fail attempt < br /><br />the story good handling good heroine show regressive climax disappointing < br /><br />Direction bad music good < br /><br />Rishi reprise role YAARANA(strangely remake SWTE look fat lead okay Juhi decent Arbaaz try hard debut manage scene chill audience voice terrible Johny loud,0
"Daraar got off to a pretty good start. The first scene really left me at the edge of my seat wondering what would happen next. Other than that, the first half of the movie is a total BORE. All the first half of the movie is about is Rishi Kapoor falling head over heels in love with Juhi Chawla. By the way, don't you think he's a little old for her???<br /><br />Things finally start to spice up towards the middle of the film when Juhi tells us about her previous husband; and wow what a lunatic is he! He was an over-protective, neat-freak with a really HOT TEMPER! He used to beat up poor Juhi for no good reason! One of the reasons I really don't like this movie is because I can't stand to see Juhi (my favorite actress) get so abused. This film in general has WAY too much abuse and bloodshed; I find it so sickening!!!<br /><br />Anyway, all I'm trying to say is if you're thinking about renting Daraar, you should put it right back on the shelf where you found it and pick something else!",Daraar get pretty good start scene leave edge seat wonder happen half movie total BORE half movie Rishi Kapoor fall head heel love Juhi Chawla way think little old her???<br /><br />Things finally start spice middle film Juhi tell previous husband wow lunatic protective neat freak hot temper beat poor Juhi good reason reason like movie stand Juhi favorite actress abused film general WAY abuse bloodshed find sickening!!!<br /><br />anyway try think rent Daraar right shelf find pick,0
"For the record, this film is intriguing but its hardly original. Back in 1998 a movie starring Talia Shire called The Landlady had almost the exact same plot but with younger characters.<br /><br />The story is Amanda Lear has had a bad life, abusive father, horny doctor, mental homes, etc. She's finally released from the happy home under the guidance of her perverted doctor...who she anally abuses and kills the poor guy. (now THAT was original) The doctor had financed a mansion for her before she killed him and buried the sucker in the backyard. After moving in she falls in love with a stud named Richard, who just happens to be married to a blues singer. If you've seen The Landlady you know the rest, she kills or tries to kill anyone that gets in between her and Richard (including a roadie).<br /><br />Much of the idea's came from the previous movie, same idiot sidekick that sticks his nose in, same spying on the guy with a bowl of popcorn, same flying a bodypress. It did have some original material, the beer bottle thing was brutal. The highlight of the movie was Amanda's beautiful breasts in the hot-top scene. Somewhat of a ripoff but not a total waste of time.<br /><br />4 out of 10",record film intriguing hardly original 1998 movie star Talia Shire call Landlady exact plot young characters.<br /><br />The story Amanda Lear bad life abusive father horny doctor mental home etc finally release happy home guidance perverted doctor anally abuse kill poor guy original doctor finance mansion kill bury sucker backyard move fall love stud name Richard happen married blue singer see Landlady know rest kill try kill get Richard include roadie).<br /><br />Much idea come previous movie idiot sidekick stick nose spying guy bowl popcorn fly bodypress original material beer bottle thing brutal highlight movie Amanda beautiful breast hot scene somewhat ripoff total waste time.<br /><br />4 10,0
"Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film. The attractive Justine Priestly's brief nude scenes may attract voyeurs, but the film is hackneyed tripe.<br /><br />* 1/2 out of ****",despite high rating give film IMDB user typical girl bad childhood obsessively stalk marry man film attractive Justine Priestly brief nude scene attract voyeur film hackneye tripe.<br /><br > 1/2,0
"I got this movie because I worked at a movie store so I got free rentals. It came in, and the cover made it look alright. Hot chick, carrying a weapon, alright, I'll check it out.<br /><br />Oh man, bad move. This was so horrible, I spent half the movie watching in fast-forward to get to the nudity, which was minimal. I think MAYBE three scenes of partial nudity.<br /><br />Cheesy dialogue, crappy violence, poor excuses of characters. I feel bad putting this movie down, because I know it was made on a cheap budget, but so was ""Clerks"" and it became a cult classic and a franchise.<br /><br />2/10.",get movie work movie store get free rental come cover look alright hot chick carry weapon alright check out.<br /><br />oh man bad horrible spend half movie watch fast forward nudity minimal think maybe scene partial nudity.<br /><br />Cheesy dialogue crappy violence poor excuse character feel bad put movie know cheap budget Clerks cult classic franchise.<br /><br />2/10,0
"SHALLOW GRAVE begins with either a tribute or a rip off of the shower scene in PSYCHO. (I'm leaning toward rip off.) After that it gets worse and then surprisingly gets better, almost to the point of being original. Bad acting and amateurish directing bog down a fairly interesting little story, but the film already surpasses many in the ""Yankee comes down South to get killed by a bunch of rednecks"" genre because it is actually shot in the South.<br /><br />A group of college girls head to Ft. Lauderdale for summer vacation and are waylaid in Georgia by a flat tire after getting off the main road. (Note to Yankees: stay on the highway when you go to Florida.) Sue Ellen (Lisa Stahl) has to pee so she heads into the woods. When she finally finds a good spot to do her business she witnesses the local sheriff (Tony March) strangle his mistress (Merry Rozelle) to death. (Note to Yankees: do not wander off into the woods when in the South; not because you might witness a murder, but you may run across a marijuana plantation.) This is the point where the story, not the movie, actually comes close to being good.<br /><br />While Tony March will never have to practice his Oscar speech, his Sheriff Dean becomes a creepy facsimile of a normal guy torn by what he has done and what he must do. Tom Law is likable as Deputy Scott and is as authentic a Southern deputy as I've seen since Walton Goggins (Deputy Steve Naish) in HOUSE OF 1000 CORPSES.<br /><br />A few scenes in the movie are worth the mention. The girls stop at a BBQ in South Carolina and display their racism when a big black guy checks them out. Sue Ellen runs into a barn to hide behind some hay bales and in a shockingly realistic moment a large snake is hiding in the hay with her.<br /><br />And in the strangest scene, Sheriff Dean makes like he's about to rape Patty (Carol Cadby) and tells her to take off her clothes. Dean has turned the radio up to drown out the noise of what he's about to do. The preacher on the radio needs to go back and read his Bible. His sermon is about how Jezebel is saved by the blood of Jesus Christ. I feel sorry for this preacher's flock. Jezebel was in the Old Testament a few thousand years before Christ was born and by no means is she one of the five people you are going to meet in Heaven.",SHALLOW GRAVE begin tribute rip shower scene PSYCHO lean rip get bad surprisingly get well point original bad act amateurish directing bog fairly interesting little story film surpass Yankee come south kill bunch redneck genre actually shoot South.<br /><br />A group college girl head Ft Lauderdale summer vacation waylay Georgia flat tire get main road note Yankees stay highway Florida Sue Ellen Lisa Stahl pee head wood finally find good spot business witness local sheriff Tony March strangle mistress Merry Rozelle death note Yankees wander wood South witness murder run marijuana plantation point story movie actually come close good.<br /><br />While Tony March practice Oscar speech Sheriff Dean creepy facsimile normal guy tear Tom Law likable Deputy Scott authentic southern deputy see Walton Goggins Deputy Steve Naish HOUSE 1000 CORPSES.<br /><br />a scene movie worth mention girl stop BBQ South Carolina display racism big black guy check Sue Ellen run barn hide hay bale shockingly realistic moment large snake hide hay her.<br /><br />and strange scene Sheriff Dean make like rape Patty Carol Cadby tell clothe Dean turn radio drown noise preacher radio need read Bible sermon Jezebel save blood Jesus Christ feel sorry preacher flock Jezebel Old Testament thousand year Christ bear means people go meet Heaven,0
"This movie is basically about some girls in a Catholic school that end up getting into trouble because of putting red dye in one in one of their school mates shampoo and after being reprimanded for this act they decide to take off to Florida for a vacation. On their way there they meet up with some guys in a local diner and decide that they would both meet up with each other in another location later on. The girls end up on a road side near the woods and stop for awhile and while one of the girls decides to walk around a bit she sees a murder happen in which the local sheriff himself is involved. She becomes scared and runs to tell the others what happened. The other girls decide to go take a look with her and two of them get killed by the killer. Then the two remaining girls are caught by the killer and are placed in local jail cell. The deputy sheriff meanwhile is keeping watch over the girls and despite their insistence that the sheriff is the killer he ignores them both and acts as ignorant and everybody else in this movie who just can't put two and two together much less some lousy detective work at that. The best part was the rape scene between the killer and one of the girls where he decides to rape her in her jail cell and it seems that the girl actually WANTS to be raped by this man and the bare chest scene I admit was good but before their lips meet he has other things in mind. This movie reminds me of the low-budget thriller ""Blood Song"" with Frankie Avalon staring in it, the same motive just a different character part. It's not a movie worth renting not even for an 80's low-budget movie and the ending was the worst ending I have ever seen in a movie and it left me wanting my money back!",movie basically girl catholic school end get trouble put red dye school mate shampoo reprimand act decide Florida vacation way meet guy local diner decide meet location later girl end road near wood stop awhile girl decide walk bit see murder happen local sheriff involve scared run tell happen girl decide look kill killer remain girl catch killer place local jail cell deputy sheriff keep watch girl despite insistence sheriff killer ignore act ignorant everybody movie lousy detective work good rape scene killer girl decide rape jail cell girl actually want rap man bare chest scene admit good lip meet thing mind movie remind low budget thriller blood Song Frankie Avalon star motive different character movie worth rent 80 low budget movie ending bad ending see movie leave want money,0
"I saw this by chance showing on cable on wanted to like it as I thought Sandra was quite funny from what I remembered. The only facial movement I had throughout the movie was jaw dropping stunned at how awful a movie I just suffered through.<br /><br />The person who said this is one of the funniest movies of all time please point out one line, just one scene, that is even worth a chuckle.<br /><br />She is a much better singer than I remember her to be, but I didn't want to watch a lounge act.<br /><br />I think this is a movie try hard to like since they think they should and don't view it objectively.",see chance show cable want like think Sandra funny remember facial movement movie jaw dropping stun awful movie suffer through.<br /><br />The person say funniest movie time point line scene worth chuckle.<br /><br />She well singer remember want watch lounge act.<br /><br />i think movie try hard like think view objectively,0
"Film version of Sandra Bernhard's one-woman off-Broadway show is gaspingly pretentious. Sandra spoofs lounge acts and superstars, but her sense of irony is only fitfully interesting, and fitfully funny. Her fans will say she's scathingly honest, and that may be true. But she's also shrill, with an unapologetic, in-your-face bravado that isn't well-suited to a film in this genre. She doesn't want to make nice--and she's certainly not out to make friends--and that's always going to rub a lot of people the wrong way. But even if you meet her halfway, her material here is seriously lacking. Filmmaker Nicolas Roeg served as executive producer and, though not directed by him, the film does have his chilly, detached signature style all over it. Bernhard co-wrote the show with director John Boskovich; their oddest touch was in having all of Sandra's in-house audiences looking completely bored--a feeling many real viewers will most likely share. *1/2 from ****",film version Sandra Bernhard woman Broadway gaspingly pretentious Sandra spoofs lounge act superstar sense irony fitfully interesting fitfully funny fan scathingly honest true shrill unapologetic face bravado suit film genre want nice certainly friend go rub lot people wrong way meet halfway material seriously lack filmmaker Nicolas Roeg serve executive producer direct film chilly detach signature style Bernhard co write director John Boskovich oddest touch have Sandra house audience look completely bored feeling real viewer likely share 1/2,0
"Killer Tomatoes movies have this special kind of humor - you either love it or hate it. I personally like it, but in this fourth movie the feeling is gone. The tomatoes aren't the same, jokes are lame, even the actors aren't as funny. Because that's the only thing this kind of movies are supposed to be - funny.<br /><br />So now following the plot made to laugh, is annoying. They really shouldn't have done the fourth part to the Killer Tomatoes trilogy.",Killer Tomatoes movie special kind humor love hate personally like fourth movie feeling go tomato joke lame actor funny thing kind movie suppose funny.<br /><br />So follow plot laugh annoying fourth Killer Tomatoes trilogy,0
"What made the original Killer Tomatoes fun was it was made by people with no budget who were just being wacky for a couple of days...<br /><br />This was something with a budget, but it just wasn't as much fun. John Astin of Adams Family fame is actually making an effort here to be comedic, but he is supported by lame actors, cheap special effects and unfunny gags.<br /><br />The plot. Dr. Gangrene (Astin) escapes from a French prison and decides he is going to put a pretender on the throne of France... The hero, his French girlfriend and the Gizmo-like ""Fuzzy Tomato"" decide they are going to stop him...<br /><br />Forgettable Direct to Video nonsense...",original Killer Tomatoes fun people budget wacky couple day <br /><br />This budget fun John Astin Adams Family fame actually make effort comedic support lame actor cheap special effect unfunny gags.<br /><br />the plot Dr. Gangrene Astin escape french prison decide go pretender throne France hero french girlfriend Gizmo like Fuzzy Tomato decide go stop <br /><br />Forgettable direct video nonsense,0
"There was nothing of value in the original movie, this one was even lamer. The fact that I even found it to rent was absolutely amazing. Anyone connected to this film has to be high on something! So what was the story line? What was with the girl? Was the viewer supposed to get the story line in the first four minutes of the film. Sadly, I tried several times to watch this. I even borrowed a kid from someone to get some feedback. Kid said it was stupid, and he was four years old. I find that possibly some credit could go to the filming director, as possibly some of the shots made the movie more than a B film. That might be pushing it. I did love the theme song. Good thing it was only a dollar, it was worth it. I suppose you might enjoy the film if you were high as the cast and crew would have to be. Is pot legal in France?",value original movie lamer fact find rent absolutely amazing connect film high story line girl viewer suppose story line minute film sadly try time watch borrow kid feedback Kid say stupid year old find possibly credit filming director possibly shot movie b film push love theme song good thing dollar worth suppose enjoy film high cast crew pot legal France,0
"As an Altman fan, I'd sought out this movie for years, thinking that with such a great cast, it would have to be at least marginally brilliant.<br /><br />Big mistake.<br /><br />This is one of Altman's big-cast mishmashes, thrown together haphazardly and improvisationally (or so it feels) with the hope that it would all come together in the editing room. It doesn't.<br /><br />As Maltin points out, this turkey is notable only for the debut performance of Alfre Woodard, who outshines the vets all around her. But other than that, avoid at all costs. (Which is pretty easy to do -- it's never been released on video -- to my knowledge -- and its cable appearances have the frequency of Halley's Comet.)",Altman fan seek movie year think great cast marginally brilliant.<br /><br />Big mistake.<br /><br />This Altman big cast mishmash throw haphazardly improvisationally feel hope come editing room doesn't.<br /><br />as Maltin point turkey notable debut performance Alfre Woodard outshine vet avoid cost pretty easy release video knowledge cable appearance frequency Halley Comet,0
"What an insult to Olivia D'Abo who plays the film's heroine, Robin, to have Keanu Reeves appear so large on the box art of the film (and at least on recent reissues, to have only Reeves appear on the box), considering that she was the star. I realize that it is his name that will ultimately sell this long-forgotten After School Special, but at least give the woman some credit. <br /><br />Despite that, this has to be one of the worst teen sports-themed films that I have ever seen, and it strives very hard to add not only every teen and sports movie cliché from the class warfare between the feuding gymnasts to the teen romance. And, in striving to somehow deliver itself as an amateur alternative of Flashdance (with the music in one of the warehouse dance scenes is even quite close to Michael Sembello's notable 'Maniac' which was made famous by Flashdance, or was it the other way around?). It includes similar dance sequences and worse yet, even the 80s dance and sports traditions of corny dance-offs between the heroine and her antagonist(s), the one who doubts her successes and abilities on the team. We saw this in Trashin' (a vert ramp joust) and Rad (BMX dancing at the prom, although it wasn't much for competition, but rather for fun) for example. In fact, this movie is chock full of unrealistic corniness, such as the somewhat homo-erotic rolling in the clothes at the Salvation Army with Robin and her friend from the team.<br /><br />Nonetheless, the film is about a young girl who comes from a rather poor background. To top it off in a massive need to squeeze from audiences as much sympathy as possible, she lives with her ailing mother, her obnoxious sister, and her careless (and slightly abusive) stepfather. Needless to say, homelife is not so appealing. Add to the mix, a talent for gymnastics, but several obstacles to joining the team (including the nuisance of her arrogant, snobby teammates, and a coach who also eventually doubts her abilities to compete well). And, of course, we can't forget that she's got eyes for one of the pretty boy preppies who is dating one of the obnoxious teammates, nor that she doesn't have a steady boyfriend (although Keanu as Tommy later enters the picture). Could this kid be any more pathetic? And it seems that one mess after another comes along to embarrass herself in her painfully long, redundant, and clichéd quest to prove her worth to everyone.<br /><br />But, even the major moments of cheesiness which comprise most of the film, are hardly worth mentioning considering that the biggest distraction to this film is the horrible acting and dialog. (I like how the gym coach suddenly appears at the diner in the middle of the dance-off to scold the teammates). It makes episodes of 'Amazing Stories' look like Shakespeare.<br /><br />I imagine anyone able to locate this film and watch it these days is probably drawn to it mostly because of the nostalgic factor. For that you might be satisfied, but it is also an incredibly forced drama. So, Caveat Emptour.",insult Olivia D'Abo play film heroine Robin Keanu Reeves appear large box art film recent reissue Reeves appear box consider star realize ultimately sell long forget School Special woman credit < br /><br />despite bad teen sport theme film see strive hard add teen sport movie cliché class warfare feud gymnast teen romance strive deliver amateur alternative Flashdance music warehouse dance scene close Michael Sembello notable Maniac famous Flashdance way include similar dance sequence bad 80 dance sport tradition corny dance off heroine antagonist(s doubt success ability team see Trashin vert ramp joust Rad BMX dance prom competition fun example fact movie chock unrealistic corniness somewhat homo erotic rolling clothe Salvation Army Robin friend team.<br /><br />Nonetheless film young girl come poor background massive need squeeze audience sympathy possible live ail mother obnoxious sister careless slightly abusive stepfather needless homelife appealing add mix talent gymnastic obstacle join team include nuisance arrogant snobby teammate coach eventually doubt ability compete course forget get eye pretty boy preppie date obnoxious teammate steady boyfriend Keanu Tommy later enter picture kid pathetic mess come embarrass painfully long redundant clichéd quest prove worth everyone.<br /><br />But major moment cheesiness comprise film hardly worth mention consider big distraction film horrible acting dialog like gym coach suddenly appear diner middle dance scold teammate make episode Amazing Stories look like Shakespeare.<br /><br />I imagine able locate film watch day probably draw nostalgic factor satisfied incredibly force drama Caveat Emptour,0
"It's not really about gymnastics; swap out the occasional training montages and it could just as easily be about archery, or microbiology, or a booger-flicking tournament. Instead, like every other Rocky/Flashdance derivative that flooded the 80s market, it's about conquering adversity with stick-to-it-iveness, rendering all social/personal realities irrelevant by your lonesome - with love interest standing by of course. Ronald Reagan top to bottom, in short; so as a piece of cinema it's down to the details. Some of the actors are quirky enough to liven things up - especially the love interest, brought to you by none other than Mr. Keanu Reeves, warming up for Ted; heroine Olivia D'Abo's hateful alkie dad and big-hair stepsister are more interesting than the sickly mom or her utterly inert bitch-nemeses/teammates, one of whom appears to be made of porcelain. It's my instinct to be appalled by the comic-relief black guys, but on the other hand at least they're in the movie. But D'Abo doesn't quite convince with her awkward-girl shtick, and in the absence of any other narrative focus the lack of interest in the gymnastics themselves really does matter; it's all just bodies hurtling around, and not only is the outcome of the big tournament a foregone conclusion, it's all performed by an obvious double.",gymnastic swap occasional training montage easily archery microbiology booger flick tournament instead like Rocky Flashdance derivative flood 80 market conquer adversity stick iveness render social personal reality irrelevant lonesome love interest stand course Ronald Reagan short piece cinema detail actor quirky liven thing especially love interest bring Mr. Keanu Reeves warm Ted heroine Olivia D'Abo hateful alkie dad big hair stepsister interesting sickly mom utterly inert bitch nemesis teammate appear porcelain instinct appal comic relief black guy hand movie D'Abo convince awkward girl shtick absence narrative focus lack interest gymnastic matter body hurtle outcome big tournament foregone conclusion perform obvious double,0
"I only today, picked this up at the 99 cents only store today, and I still think I got ripped off. ""Dream to Believe"" is a pretty boring and unrealistic gymnastics drama and $1 is just too freakin' expensive for this. This film is probably only notable for 2 things: 1. It has a young Keanu Reeves. And 2. It's directed by Paul Lynch, the man who also did Promo Night. Now onto the movie. <br /><br />It's about a girl named Robin (Played by Olivia D'Abo) who is badly injured from a car accident that also cost her father's life. So the accident prevents her from competing in gymnastic tournaments, she is often picked on during her classes and eventually she meets some wild kid named Tommy (Played by Keanu.) Robin, when not in training, works part-time, along with her mother and stepsister, at a Laundromat owned by her abusive stepfather. Eventually she is chosen to compete. <br /><br />Overall, Keanu alone and some catchy 80s tunes are what prevent me from giving this 1 star, and it's also not one of the worst movies ever, but still far from good. The DVD itself is not getting any medals either as it appears to be sourced from an old VHS and towards the end, the sound goes out of sync and when the end credits are almost over, it fades to black, even though sound can still be heard. So this can probably be passed as a bootleg. The DVD artwork makes no sense either as it has what appears to be recent photos of Keanu and Olivia and the background has nothing to do with the movie, as it's also not in the movie itself, so the cover's obviously photoshopped. In any case, avoid at all costs, unless you're a Keanu fanatic. I probably won't be hanging to it any longer. I'm probably gonna give it to The Cinema Snob, who's a great YT critic btw. Hey, if any of you have any crappy movies that they no longer want in their sight, feel free to donate to him to keep his show running.",today pick 99 cent store today think get rip dream believe pretty boring unrealistic gymnastic drama $ 1 freakin expensive film probably notable 2 thing 1 young Keanu Reeves 2 direct Paul Lynch man Promo Night movie < br /><br />It girl name Robin play Olivia D'Abo badly injure car accident cost father life accident prevent compete gymnastic tournament pick class eventually meet wild kid name Tommy play Keanu Robin training work time mother stepsister Laundromat own abusive stepfather eventually choose compete < br /><br />Overall Keanu catchy 80 tune prevent give 1 star bad movie far good dvd get medal appear source old vhs end sound go sync end credit fade black sound hear probably pass bootleg dvd artwork make sense appear recent photo Keanu Olivia background movie movie cover obviously photoshopped case avoid cost Keanu fanatic probably will hang long probably go to Cinema Snob great YT critic btw hey crappy movie long want sight feel free donate run,0
"to movie,this movie felt like one of those after school specials,only lower budget and lower everything else.i guess this was supposed to an inspirational movie of some sort,but it didn't work for me.yet some how it comes across as preachy.it has very pale shades of Flash Dance,but so what?there just isn't any excitement in this movie.the dialogue is contrived and clichéd to death.of course,the whole movie feels like a bad 80's cliché.the acting was less than stellar,though that has a lot to do with what the actors were given(or in this case-not)to work with.on top of that is the poor song choices,with really bad lyrics.i felt embarrassed for all the actors involved.they are all talented,but you can't tell from this movie.this is just my opinion of course,but i have to give Flying AKA Dream to Believe a 1/10",movie movie feel like school special low budget lower else.i guess suppose inspirational movie sort work me.yet come preachy.it pale shade Flash Dance what?there excitement movie.the dialogue contrive clichéd death.of course movie feel like bad 80 cliché.the acting stellar lot actor given(or case not)to work with.on poor song choice bad lyrics.i feel embarrassed actor involved.they talente tell movie.this opinion course fly AKA Dream believe 1/10,0
"What was an exciting and fairly original series by Fox has degraded down to meandering tripe. During the first season, Dark Angel was on my weekly ""must see"" list, and not just because of Jessica Alba.<br /><br />Unfortunately, the powers-that-be over at Fox decided that they needed to ""fine-tune"" the plotline. Within 3 episodes of the season opener, they had totally lost me as a viewer (not even to see Jessica Alba!). I found the new characters that were added in the second season to be too ridiculous and amateurish. The new plotlines were stretching the continuity and credibility of the show too thin. On one of the second season episodes, they even had Max sleeping and dreaming - where the first season stated she biologically couldn't sleep.<br /><br />The moral of the story (the one that Hollywood never gets): If it works, don't screw with it!<br /><br />azjazz",exciting fairly original series Fox degrade meander tripe season Dark Angel weekly list Jessica Alba.<br /><br />Unfortunately power Fox decide need fine tune plotline 3 episode season opener totally lose viewer Jessica Alba find new character add second season ridiculous amateurish new plotline stretch continuity credibility thin second season episode Max sleep dream season state biologically sleep.<br /><br />the moral story Hollywood get work screw it!<br /><br />azjazz,0
"Awful, simply awful. It proves my theory about ""star power."" This is supposed to be great TV because the guy who directed (battlestar) Titanica is the same guy who directed this shlop schtock schtick about a chick. B O R I N G.<br /><br />Find something a thousand times more interesting to do - like watch your TV with no picture and no sound. 1/10 (I rated it so high b/c there aren't any negative scores in the IMDb.com rating system.)<br /><br />-Zaphoid<br /><br />PS: My theory about ""star power"" is: the more ""star power"" used in a show, the weaker the show is. (It's called an indirect proportionality: quality 1/""star power"", less ""sp"" makes for better quality, etc. Another way to look at it is: ""more is less."")<br /><br />-Z","awful simply awful prove theory star power suppose great tv guy direct battlestar Titanica guy direct shlop schtock schtick chick b o r n G.<br /><br />find thousand time interesting like watch tv picture sound 1/10 rat high b c negative score IMDb.com rating system.)<br /><br />-Zaphoid < br /><br />PS theory star power star power weak call indirect proportionality quality 1/""star power sp make well quality etc way look "")<br /><br />-Z",0
